Id,SalePrice
261,145690.6843137856
1559,57068.6994630861
577,231745.3988187267
2812,192245.15634905858
2080,170227.8184210074
1368,103275.40714076775
2376,109517.48459725344
659,122173.9608947703
1235,139160.4785656187
332,65888.01977050275
1917,141785.08431908
2094,237776.95201585168
1460,269945.18079218717
1471,228453.93496232602
1509,123516.11302007765
1922,132445.57741189614
433,471571.2635221804
460,257528.82360618107
1116,236941.05787592352
1137,172423.99555131205
53,152244.57279265617
2354,279286.5720771744
1475,195342.27769001527
1761,516888.05722628476
842,136961.39105765364
2739,191146.9203234047
2509,148121.9811733581
1007,199891.93494524556
2610,185156.5590924351
1952,82052.2781652846
2719,151016.51447030876
2921,72977.02892220997
1966,154503.17286179613
292,115973.56746657197
1204,178442.28195428106
1829,266332.81549139123
2419,198361.24204545253
391,141720.31197830537
798,111484.7588079329
481,198620.54968766985
193,209001.17963877623
555,111310.87353151805
899,55543.7322892182
2357,178379.97651329558
328,134811.42878235268
1356,109704.6126382063
1154,102016.74758040905
1730,191506.69562777405
2249,157678.26675443174
1119,295170.4208985837
2856,148466.433304181
1394,122593.24908865159
2587,112383.18533437986
61,315865.9789359622
2661,171015.05342606572
2711,127468.96002430786
1147,171130.73736541346
757,114943.51988042484
2623,106664.62526662076
2378,126277.30779811295
1413,147633.3427916032
1722,212797.6002890906
1112,225237.56883265488
1623,192114.60618129623
1201,193343.34397694582
1513,118350.87700044615
957,488405.4042775305
1171,242980.794129521
1145,195627.25926785677
2726,235732.80776771862
703,147133.95820889666
760,116114.64171917306
1964,156577.3919564891
2512,182159.50384415226
159,136110.89015483297
1281,162361.38141924606
468,189828.563218594
290,121953.78516132083
665,109734.01069835007
1463,254704.69723122343
1792,223634.07429310866
923,169943.1135378483
500,292424.4161902103
1408,204211.43827444804
331,78772.2986791744
170,129576.97714754885
2192,94002.23913235308
2571,312140.06667881075
2314,169784.0400784144
2647,91634.89330101099
422,426037.3316573275
2457,360259.0011880982
1838,189207.87714241107
2805,257951.61333059223
1645,151520.42549881124
1711,310867.1369376946
2825,248302.50361544391
322,324706.843004355
2103,257257.5641350762
342,120818.47262146091
600,123638.083637921
488,163439.07753840293
1725,303015.21935234277
2246,318081.9240529204
2847,150662.28163254712
806,232456.61790689518
530,236873.2178620887
963,192046.52666010734
2678,95845.871882124
171,74314.42475046651
2401,436232.1401479903
805,218504.45671796685
2259,262876.1368518663
1748,185464.21615559846
1361,146912.60647527222
1677,104386.97362973368
1406,157226.197690864
2322,269033.715400971
688,150327.11421881718
143,141933.6956227905
804,207392.37640310894
1214,161961.41483913298
2828,149618.16417417236
1999,194035.9233591797
2467,205723.31423637603
2665,161596.5893037269
1538,336860.2888488305
398,116227.89960207988
2822,153764.28465212902
2157,137884.99586289586
1856,202266.10224846838
1269,92480.33963685881
2570,108312.39714737667
2320,235242.6112942369
1517,133670.7450025284
2304,116532.05428003953
1312,86241.83337308014
2012,130181.23711720189
506,261995.5774193851
2865,225636.8220117677
2367,95039.68303912514
554,73471.8018989235
238,138652.30999122016
1954,99140.92873327818
2488,124210.52178587634
2291,65323.80695281757
1969,110204.57400985522
2725,173207.34518937618
1482,143233.61456116743
2763,200356.7899461635
503,268848.9920844349
1584,243328.4943113341
1531,139728.95218544887
2210,184694.38223243592
459,329098.068959169
556,128630.82967521154
1347,131875.2296652564
1290,63485.971195590275
1388,93240.63078611148
1571,385957.862706287
2754,207112.16372914193
765,149332.88982684616
2494,131677.23715639993
2870,246869.9488284604
7,235561.79123246338
1114,242370.89932136203
2418,274749.14998281474
291,140407.26593356297
18,368136.6722057678
39,383875.94783078914
1001,269878.58203992253
2442,233742.9662447848
616,115396.67852288975
2680,83512.18566898066
1414,125752.3593192425
289,156033.2724713004
40,271453.24542228156
860,126494.55094242955
409,121308.16724250905
673,166016.78110317493
2427,185680.05039216767
2036,220250.8258569913
2564,133280.1821505745
642,169319.9473413986
1008,181105.2878740555
1908,158253.98077235708
2519,205860.1508748093
1369,93223.17336455983
2855,164652.36037148166
712,101008.15814625443
1943,117986.1864460361
1958,124008.84832566671
107,160939.39153261462
2295,208115.54063978448
704,106671.60628995016
676,129879.6136909116
259,176168.3210153429
93,281013.78663160244
106,235415.1074230164
2315,177005.5583896347
1050,84941.39207358431
1095,205310.19550570403
2709,149204.21818403926
758,144225.04280007794
1496,155475.1746277814
2370,112619.1536559632
2458,298269.1321424673
2733,129767.19338379368
161,265415.39549322135
726,147708.28694676506
845,207866.6537408377
947,258598.04095060765
2232,115171.57056826289
2563,137063.34915198732
2299,164112.01695173033
211,61687.20376179603
605,148451.55029394833
1478,189093.70101179025
2247,297055.8620210603
2274,249065.7245798931
2869,226780.67772204144
967,213226.68449381582
2656,114824.48436850766
667,197905.9815229104
1042,107502.54279842859
2023,162152.19938827035
2447,369024.422346956
2055,133854.50190160476
2275,301335.074754357
2204,171864.90832317827
1563,289292.83981845086
483,225195.85217518755
796,121469.55805195872
1526,156351.5854478841
2042,121642.44615642432
442,338335.9307986153
1693,334299.00973416073
1468,223714.3447026315
1430,203605.0343674307
2605,154857.18528724983
1529,191509.56274038847
335,153048.8985034806
1287,121281.7261640479
31,89217.06308410759
1785,333741.7350040779
82,162311.07133910834
2620,135725.22418756335
252,171873.44338022443
721,55028.48198956935
2165,197547.91865640663
2316,190264.65153736333
775,135866.10988675192
1558,94889.79926427864
17,209267.00064845162
1022,236472.97767184858
925,120193.90903926542
438,279556.6196013816
1270,138479.2875022221
1272,126721.22736021699
215,131141.41273416547
266,223240.36748736276
2402,291373.9347778947
1250,132616.33556196195
1984,130473.85618953148
1279,144323.0529196354
377,246314.7218274655
1252,114813.0839404283
2156,263678.42678673804
499,340833.10974309884
1374,123684.90787198103
2898,251065.7409274118
401,111901.04463692145
2721,143190.88481279463
2078,249403.80853230896
2589,127685.67633105259
1946,245690.27949235018
1334,111595.24595726024
2781,213608.89538788164
431,390338.23946961644
576,200928.3185804138
1474,207793.0288538804
2254,145752.51563745385
2155,278108.210054026
885,107663.03357846462
643,138048.8239958902
1944,124595.94978556092
480,195903.14496329258
2845,97318.87926291488
2387,320968.1349897897
2407,220316.01790552193
2527,168400.19984884246
2514,143669.6281087436
629,139106.5147792116
80,206523.75523121748
1876,132749.00807362265
1546,116509.29872255528
2518,168762.6882068217
2347,146380.17452917094
783,251434.51129532268
1322,22631.052498927893
194,86228.84228445201
1770,306651.7010770631
2143,131399.20517973643
1229,246094.77785238513
511,279814.7117797698
46,239340.51928409637
1348,141307.26128819227
2465,207998.33918782696
387,225534.02453599224
873,229060.33623269858
1918,116857.07204491926
2764,233614.78738514427
2184,117928.26820156255
934,132820.6164056601
1920,122877.67108760387
2631,144512.34470578772
1768,530854.6314528406
2040,124549.1651810697
1749,218985.8516066456
834,256569.45719101006
1457,228006.15716856322
79,100320.32639863648
2302,136071.63686091962
1817,140522.29652949714
2755,239013.47607450478
359,175638.16548697956
2059,90120.01959265645
2092,228424.90715892962
2516,220634.43269808308
150,114731.33051340395
1656,122376.0996863184
83,90373.2831331865
2411,188755.88833989136
795,74997.39723850891
2312,220395.4071743631
2917,105010.3646050872
1624,176680.3372516531
2215,298911.29546995333
1211,150326.70896183982
1485,161457.62246927695
1024,183934.58287291456
570,201105.90371683412
2874,143193.40919453258
700,120651.23915777687
2756,215626.87597011673
2022,185859.7073302734
583,227818.7737647309
2392,375567.45612392284
2424,175049.54681055443
212,118693.41229529554
736,128397.34841866812
1610,156264.2155087775
890,114236.11387295855
467,185770.77900606013
578,196353.63670062541
1747,205559.9728537551
1149,143183.86530269933
2758,271504.64720961684
857,141361.26435884312
2219,268237.22606109077
733,113693.46751745009
2909,107517.04828682519
1798,247639.17442602495
235,115860.18667117832
2366,105143.66408182723
1027,133373.81835821964
1195,141614.94122361427
1303,30534.466775963796
148,198212.9119322909
608,173197.0739653357
2515,211452.67034044635
821,262875.382552157
2500,278434.39842733584
745,106688.42619503645
741,135561.7856027238
1611,132603.04657202403
2532,121325.93662769359
1081,232998.6613796422
1692,429991.3116788926
2520,185161.2746114007
276,118790.76407401773
1992,134872.14777281237
663,36344.30588196748
418,108718.07121971685
1733,206569.93963866067
2359,142375.5079396405
253,181076.10710836118
1518,187018.6554412672
2035,146385.09222058565
2919,65638.56378390743
1540,241440.68732239434
2120,149431.7703161632
1674,162449.40446519363
256,142188.50540622274
2361,93399.4214791988
978,64382.10853086712
2280,133821.26715599894
2095,227203.28275044123
1709,334784.25564414775
2801,246373.56763978378
1246,117497.37973218184
2373,84202.72494182551
1055,316404.1576947622
2017,129596.37272088983
1099,302605.65745666565
1344,83530.17962282422
835,220286.87101658958
1117,235365.44684412648
2043,75028.32816566412
2085,113383.16476006896
410,135923.13456090773
2650,114250.73584925898
2867,169982.7407295838
1668,113094.45397679208
1161,159320.14974064246
2122,171097.8101449545
2539,151551.93046942278
1047,132774.02726197997
1445,138226.28716675192
541,130945.23820937864
569,230083.94868620398
1276,115551.35158704259
918,153819.54228003102
326,169095.19548411935
1936,126920.1670503605
895,96654.17642824828
257,149873.6708056034
1241,179851.9573215945
1545,126286.47540859334
1189,170884.11830572685
270,139362.65855959416
2066,190121.35870823916
693,104183.51732677751
1259,136291.02035218087
2916,148282.61595254435
2321,303741.5498320193
1977,97763.33026076326
1895,130281.87438897757
1240,173878.244582078
85,155513.98080017028
1823,112283.12923442811
825,292007.9124992718
110,227749.4227709024
697,125572.78861418346
2297,119870.0206511512
1231,133551.8580362447
1355,136588.60272675357
968,330326.1756490895
584,217054.39975472447
1315,137426.2234982115
1606,143907.8951083615
206,114139.21299118095
1685,375599.6788822573
2016,132580.8776377298
869,203333.4658502682
2135,119146.93456590263
2346,176788.04343828215
2430,228408.25329242833
2198,88228.43298312832
2652,125093.60348664536
27,106231.19674651416
241,154807.82029063185
906,119169.7976535295
1506,123044.28614368949
2098,370289.14677978714
1435,227369.0394136727
2213,148066.526656886
1274,132256.08856555252
743,18291.018355296284
1737,202828.954856111
2797,272907.95669852034
2185,53469.658884725664
58,166089.62361357556
830,204716.3324690603
808,107811.5958481858
680,139407.64299391067
1153,108515.20769605701
1291,136285.31323473496
1818,143252.49529645077
2161,191665.62920011365
1883,118209.09801853396
350,360316.73406896275
2473,160056.13279333225
295,186981.02826591046
293,190541.06378258747
859,120928.1911395163
288,64740.02768431457
1578,156428.5852886049
102,213278.94212605176
2831,143959.41014785788
1030,149323.99480343403
2551,153759.09362308614
1286,149488.45878323627
958,317589.1185465881
776,133232.487475928
72,255098.00408405077
2263,264741.6435605376
1866,154214.37473961624
2876,60754.68812960596
2146,235988.62031520542
103,179141.93786313382
1500,125508.26786425278
492,184829.98569353623
167,146271.04046734222
2597,120234.11794341214
2685,108085.99969892691
1035,161871.37431574878
1220,77229.11916842984
2602,153192.9360102117
2159,212559.00341729517
695,141365.90009630958
1109,273163.2329362316
640,202221.3346206578
1652,145917.18728603944
2090,192197.13047339494
1188,178622.87293040619
2345,227392.2293936308
1059,401973.7027633551
2751,245758.36421610217
128,217337.9438899217
1523,178469.27910430805
2925,194907.04423972574
2145,306794.65505747637
1121,227794.24847495585
566,257087.43799219147
565,258542.02402756133
1331,141199.2466959675
2928,122597.94676307238
156,138866.5898643851
797,135378.91309768305
327,80266.63589579465
2859,149542.05668937849
1453,119674.03146188398
1762,344530.95079280395
1868,210532.69077555218
1760,171751.48520826205
1113,223070.34163950064
1812,196886.44659958006
117,146625.12764495116
1142,208462.48165073805
2342,414586.15224234376
927,149810.5385302304
2478,179775.8842955291
655,66479.5080262645
2064,121906.00799319707
369,290304.86527330504
2239,129033.2499620163
2732,224356.4326274235
1653,158939.37719688736
959,223508.84023664932
2395,349741.84180356644
1412,113664.79136085272
271,253135.44053425587
1484,141639.98798177266
1497,160451.741866744
552,161694.18129698507
2,122355.95668185336
1855,312784.61165423784
4,283361.111865218
2292,144477.35220102622
134,141232.81978609253
646,98071.58537109813
42,307900.45167454623
532,227540.05618364486
713,83994.08585158673
2561,140444.0415457083
2360,121287.01542584904
1333,122219.26557275043
1407,239198.36941974665
2892,307315.3549184054
574,217502.04003997197
1227,197518.36523900495
2591,223931.94782455498
1476,219151.95388035124
1125,266107.3100154371
1446,145077.63488472247
408,114261.63792180167
1101,286026.13919579954
2251,195175.95953823408
373,181143.40649621835
2554,141608.33901836508
2382,276242.949775887
1985,80346.7345663575
519,248283.18396861572
1093,193249.94145472467
864,240085.83204856803
2889,160148.09965147276
2308,203484.17657931213
986,172680.22160472538
1302,142488.93364842617
585,148112.35330252812
2708,148246.8915915638
147,131032.65651589798
1441,217961.63550737326
383,182358.84601678984
285,151299.00625730137
181,104699.46308200108
358,184279.3043066171
780,171107.7457722738
258,182154.1792385592
1865,221872.50274032704
692,112211.57899452295
2902,335329.6016725231
508,252371.479052823
2638,159051.1636075
36,137439.14581139974
611,171910.9794292581
2281,164009.63176281282
1678,105393.70837413448
1696,454166.2532951153
1557,65167.50497287499
2180,159047.98120983885
1726,233541.0745254312
951,146086.01196088264
267,223228.8935480311
2706,131679.4687374765
2221,261242.12100137805
1357,173802.76852266584
2901,311512.71425395145
347,164588.60865016267
2164,190251.02428769838
1586,314277.50104653323
360,141676.15677679147
1769,262932.4174645177
2617,171136.03954554204
1879,122313.67546206398
991,228103.2512890838
1535,120976.44665975313
1191,132987.77527347338
1579,226703.1220066828
1882,150413.96379295317
1510,137578.10911764167
2196,180930.32443708787
1845,188160.14662621118
2336,397494.9539953382
942,85670.3348990439
861,128475.28363847638
2555,113586.78615854078
1392,169442.75164678323
2099,263085.5161537261
1543,114764.99815243049
948,286748.17262892734
1239,191275.28442468395
22,183038.75064096818
2796,247447.2817169897
2747,189680.5150043966
92,293993.73283838195
210,171276.47440022056
1858,205401.9414727473
2228,156145.17736321542
447,254449.49186110654
827,248400.02780711418
1649,212557.55198471437
682,137921.6644590131
2698,111787.58677912818
494,161431.29427907802
214,88518.84464901063
2441,244162.2363239555
2679,116109.58980531328
1336,130592.59755191105
465,177213.79828962067
1524,157917.41392423178
2543,106061.82603728594
631,144465.8463076269
2452,320050.27908253507
228,161329.63724395126
126,174729.6007414897
1092,250040.41166323767
1122,223446.82105431537
932,232942.44950250123
1980,79867.31048190103
2171,117022.57684930824
551,150985.7419587251
2768,174292.51267230348
2056,103397.68681001313
1159,362740.2144499422
2645,121394.08098396003
1174,173785.54133981385
2266,208953.44462239556
2462,370449.38944047847
1219,141173.83082210718
2922,191084.32284090517
118,141621.7771620802
474,150589.25927260553
2576,150243.46055045698
872,289131.1512733241
1077,213889.70035312965
1536,146835.07002737082
1150,106886.1836474969
2341,355758.4813633476
1931,161348.17891269407
2785,139634.97822247533
2538,116114.33733305277
597,207416.74310057738
464,211453.77324178437
233,260963.45794279032
2169,142563.5208591622
2123,166700.5769580366
1867,177988.56927052498
137,254039.07912023674
515,248722.49109236273
933,103987.47758803272
2784,156472.1743934629
972,158019.95011140668
599,169163.3210319812
2614,126485.81475785817
2582,150964.90522564662
1409,179229.4411532805
175,95789.18372638922
352,239819.22155395706
976,96383.98879336353
2134,190528.35484277116
984,105417.61356912104
2396,352248.11022373114
1673,124357.0701796749
404,112690.13193094646
607,167162.0130673584
814,150658.97368317668
868,186712.55477379018
2271,183612.09634552774
1633,243914.12477584474
337,177179.6371075947
2765,200744.66407463409
1746,253455.13015435397
368,347161.75263922964
2806,207653.13939079933
1662,190210.52793864586
1234,225526.79733262962
1373,117430.52635766222
1672,109631.25065897606
1939,117016.53747925634
